sample_id,I_raw,training_target,predicted_distance,prediction_error,location,extent
43,0.41611549156800337,0.41611549156800337,1.4371156,1.0210000584731953,0.9073442536803448,0.4191069989295629
44,0.7237644821682997,0.7237644821682997,0.815522,0.09175753292645739,0.5442663018119684,0.1451442958021302
45,0.6125150961901792,0.6125150961901792,1.4502566,0.8377414898846499,0.6691668316509773,0.4187692154169637
46,0.21309356769975488,0.21309356769975488,0.19242223,-0.02067134162839715,0.9759126230755567,0.447897009758479
47,0.5776862811097738,0.5776862811097738,1.2507838,0.6730975199690226,0.33554223086519686,0.2705328297271636
48,2.1006930696756583,2.1006930696756583,1.4524863,-0.6482067930490714,0.6884544673226175,0.12332923436348141
49,0.2717922803342072,0.2717922803342072,0.70276636,0.43097407851817926,0.6553728362172251,0.31535940586147504
50,1.5666354928530708,1.5666354928530708,1.4547834,-0.11185205321684033,0.7651021847907976,0.3339921380569792
51,0.6553210795597865,0.6553210795597865,0.7885415,0.13322041624023184,0.6836389271296122,0.06250664522718179
52,1.9722257188712726,1.9722257188712726,1.4542959,-0.5179298452293049,0.670462980738937,0.3992657957503223
53,3.750814181806229,3.750814181806229,1.4899707,-2.260843497754715,0.9208361918081255,0.3902586048795421
54,1.5572128865649142,1.5572128865649142,1.4549897,-0.10222321485776087,0.33987915600810803,0.299051274937694
55,2.446369293415862,2.446369293415862,1.4527845,-0.9935847551468191,0.9578147199491203,0.4867084140389642
56,0.2904662227540428,0.2904662227540428,1.1227342,0.8322679662794654,0.08816581496319809,0.44053081422930485
57,0.5818909274666718,0.5818909274666718,0.6684438,0.08655287155218805,0.7192962369891615,0.06175956886108049
58,0.6662037935171178,0.6662037935171178,1.4148945,0.7486906681146571,0.9437414692820334,0.36003259317269193
59,1.363653131464263,1.363653131464263,1.4770477,0.11339455034420864,0.4506717087754094,0.47406354670366296
60,0.7174279134648922,0.7174279134648922,1.3990523,0.6816243488413212,0.8031246713781857,0.29739932769534955
61,1.2741447684016471,1.2741447684016471,1.4143182,0.14017343552443928,0.9979974611069949,0.1530002107877208
62,1.8800142723387598,1.8800142723387598,1.4509876,-0.42902669490040535,0.38948713094809684,0.14142445240424073
63,0.8745408195930305,0.8745408195930305,1.4477594,0.5732185702842888,0.7347233234130078,0.4757556388703268
64,3.1548749787620367,3.1548749787620367,1.4598346,-1.6950404031089605,0.16360154923662562,0.3400732950401216
65,3.7136377174359385,3.7136377174359385,1.4593409,-2.254296787450892,0.12850700706002005,0.36553586449883646
66,1.7366489075309577,1.7366489075309577,1.4543828,-0.2822661303169074,0.07656353260800952,0.45187592171155794
67,0.5249435907878125,0.5249435907878125,1.3495874,0.8246438497029102,0.21155503571994438,0.2090583476698139
68,0.5257330449509627,0.5257330449509627,1.4445,0.9187669245314591,0.23829833512616394,0.48219436341948735
69,1.1417768595668574,1.1417768595668574,1.478286,0.3365091683414678,0.4212535122725066,0.41790627301339783
70,0.23811764410374653,0.23811764410374653,1.4076992,1.1695815832293224,0.27980953394444996,0.4805398445303269
71,0.4688659494641773,0.4688659494641773,0.41745448,-0.05141146833929938,0.0310015182140303,0.07255993869225134
72,0.485294382953612,0.485294382953612,1.4062535,0.9209590741157849,0.9127214196057354,0.49509143784140464
73,0.5588366857766476,0.5588366857766476,1.4357029,0.8768662341833744,0.5169977493416897,0.2141777256507608
74,2.966481463370545,2.966481463370545,1.5013996,-1.4650818271019292,0.1419319356524913,0.16990404932378342
